弹幕,时间
这句话神了 画龙点睛 变换与点积是一样的,2018-02-18 16:16:11
存在即合理，这和视频开头的话一致，划等号就可以互相解释,2018-02-23 13:20:50
姜维打击,2018-02-24 00:20:30
我是谁？我在哪？,2018-03-01 11:41:49
妙啊,2018-03-13 22:57:01
这和三体有什么关系？讨论讨论数学不好吗？,2018-03-15 04:13:25
W是新创的字母，用两个u合成，所以读double U。,2018-03-15 15:57:31
duality翻译有问题，应该翻译成二象性，和光的波粒二象性是一个道理，对偶性是什么鬼,2018-03-16 10:45:00
666,2018-03-16 23:06:39
真是cool,2018-03-18 19:49:59
令人窒息的数学之美,2018-03-19 22:20:59
最小二乘的距离是垂直y轴的吧..,2018-03-31 11:05:56
no,2018-03-31 15:32:19
cool,2018-04-09 08:34:20
感觉翻译成二义性比较好...,2018-04-09 08:40:11
实际上还是把二维vector压缩到数轴上,2018-04-13 09:05:44
i帽可以念出来呀,2018-04-14 12:49:01
二义性+1,2018-04-14 12:57:01
你管他好不好，能看懂不就行了，就是个叫法,2018-04-21 19:18:45
关弹幕保智商,2018-05-06 09:37:41
积分那位。。。你是，，这是线代,2018-05-06 09:40:02
我去，，前面那位是初中生吧？,2018-05-06 09:45:39
"a数乘b=lal lbl cos<a,b>",2018-05-10 04:19:47
晕了,2018-05-11 21:21:06
6,2018-05-20 08:55:26
吹,2018-05-20 13:59:11
继续吹,2018-05-20 13:59:28
所以矩阵转置后其实是变成了向量吗,2018-05-20 17:04:02
第三遍才看懂      白学高代了,2018-05-24 21:40:03
看了第二遍 还是没懂。。。。。,2018-05-28 21:09:43
这也太秀了吧 看了第三遍终于懂了,2018-05-28 21:28:51
准备全部看完之后再整体重看几遍,2018-05-29 16:53:15
这和矩阵的乘法规则不同了啊！,2018-06-03 20:02:07
目瞪口呆,2018-06-06 08:44:47
6666,2018-06-10 17:06:30
有意思,2018-06-14 19:06:14
还有人吗,2018-06-19 16:32:57
不要光看，自己动手做做，顶你看十遍,2018-06-30 18:22:20
這裏沒看懂，之後再回來看看。,2018-07-03 14:09:47
鼓掌！！！,2018-07-05 14:59:10
所以三维到二维的转化矩阵对应的是三维空间里的两个向量，那两个向量的转置就是这个转换矩阵,2018-07-05 15:14:37
妙啊,2018-07-06 09:58:23
看个数学视频都要讨论政治，学习来了还是愤青来了,2018-07-07 08:38:33
妙啊！,2018-07-07 18:48:46
一口气食用10集,2018-07-09 22:42:07
一口气食用10集。。。。。。。。。。,2018-07-09 22:41:17
求功也是这个呀,2018-07-09 22:54:04
妙啊 看到这里秒懂了！！！！,2018-07-10 17:24:36
不是数量积么,2018-07-10 21:05:31
这集是不是有些高能，我先去吃饭了（捂脸）,2018-07-11 11:28:35
停一下麻烦停一下,2018-07-12 11:32:16
我再看一遍,2018-07-12 11:32:26
"行吧,终于看懂了",2018-07-12 11:37:40
"吃饭了吃饭了,5位一起看的盆友",2018-07-12 11:42:01
数轴也是二维啊，并没有姜维。,2018-07-21 09:13:50
Rieze表示定理,2018-07-23 21:47:24
"推广呢，3到2,4到2都能这样搞？转置数量积？",2018-07-26 13:25:16
真的是刷了两遍才能看懂,2018-07-26 23:43:54
cool cooler coolest,2018-07-27 11:47:41
懂，知道用在什么实际情况下了,2018-08-02 09:28:38
说看一遍就懂得，我只想说你懂个P,2018-08-09 10:01:26
引申：三维到二维是三维向量到二维面的映射，映射（转换）矩阵就是二维面基的转置,2018-08-09 11:02:36
这个是什么⊙∀⊙？－＞,2018-08-09 20:54:42
懂了,2018-08-11 11:34:51
边做笔记边看，一遍搞定,2018-08-11 11:42:36
妙啊！,2018-08-12 04:42:37
妙啊,2018-08-12 15:32:55
我靠我刚要问这问题！！！,2018-08-12 15:34:35
因为大不留是你小学英语老师自己发明的,2018-08-14 15:43:45
理科生的兴奋点23333,2018-08-15 09:41:58
打不牛,2018-08-15 21:22:38
再来一遍,2018-08-15 21:49:21
唉复读吧，再看一遍,2018-08-15 21:48:46
对称破缺,2018-08-15 21:56:49
主成分变换,2018-08-15 22:08:34
再看一遍，总算理解了,2018-08-17 19:18:42
妙不可言，只有自己领悟才会懂得,2018-08-28 22:18:15
屠龙之术！！！！！！！！！！！！,2018-08-30 21:40:05
为什么变换后i变成了二倍？不懂啊,2018-09-10 22:37:59
看了好几遍，才发现只是数值上相等，而不是进行向量空间变换,2018-09-12 20:09:07
可以尝试把它推广到高维,2018-09-18 00:26:35
emmm，emmm，emmm，好吧，完美,2018-09-20 10:07:40
这就是内积空间的对称性与齐次性的解释，太棒了！,2018-09-23 20:57:29
这是线性空间对加法与数乘封闭的公式表达,2018-09-23 21:00:10
欢迎回来,2018-09-28 00:52:37
提示:本系列屏蔽弹幕“降维打击”,2018-10-03 23:04:10
妙啊,2018-10-05 17:38:20
好的，让我再回去一遍,2018-10-09 21:29:46
先分析朝和第一个向量共线的单位向量U的线性变换，也就是向第一个向量共线的数轴投影,2018-10-13 15:26:38
一遍懂不是你聪明，是别人讲的好，另外你可以做做研究生题目，看看你能对几道,2018-10-14 20:12:27
就是不用三角函数,2018-10-22 02:24:14
2018/10/22,2018-10-22 16:33:14
理科生g点,2018-10-23 09:51:50
为什么我觉得要逆一下  ,2018-10-23 16:12:08
看不懂了！！！,2018-10-24 00:48:18
再看一次,2018-10-25 19:25:49
把xy变换到u上 与点积数值相等？,2018-10-25 19:42:00
第二次终于懂了orz,2018-10-25 19:44:26
一遍懂没学过线代的还要拉到开头秀一下你的睿智智商？？？,2018-10-28 07:41:58
正交分解,2018-10-28 17:00:09
W 的读音就是 double U啊 不是打不溜 ,2018-10-28 18:37:56
越来越难懂了,2018-11-01 21:00:39
这一节好难,2018-11-03 20:55:07
升维了？,2018-11-11 21:27:05
恍然大悟！,2018-11-13 21:51:04
听不懂,2018-11-14 15:34:06
相似三角形那位哥们太强了,2018-11-14 19:52:22
第二遍，还是不是很清楚为什么那个投影计算的结果可以写成ac*bd的形式,2018-11-14 20:35:07
明白了，这正是之前所说的降维时的等距变换,2018-11-14 22:57:50
第四遍,2018-11-15 20:14:35
同志们。我终于懂了,2018-11-15 20:57:03
懂了懂了,2018-11-15 20:58:23
看了五年终于懂了,2018-11-19 14:52:16
啊。。。终于看懂了。。。,2018-11-20 07:08:08
实际上你看到这边是有展示，变换后的一维空间在二维空间的位置，投影是垂直于该一维空间，其实这只是其中一个空间解而已（1*n矩阵对应有无数个列线性相关的n*n的解）,2018-11-22 18:43:47
妈蛋用特殊情况说个屁啊，垂直投影于1维空间投影当然是【ux，uy】，平行原坐标i向量投影就是【0，(ux^2+uy^2)/uy】了,2018-11-22 19:18:44
一遍懂了，感谢弹幕。点积的向量*向量可以看成对一个向量进行线性变换（不准确）。,2018-11-23 11:35:04
好东西,2018-11-24 23:13:00
关闭弹幕食用更佳,2018-11-26 07:05:34
我看了无数遍＝.＝,2018-11-26 11:06:32
再看亿遍,2018-11-26 21:11:25
我看了三遍才看懂,2018-11-28 19:41:12
对偶性是代数领域约定俗成的叫法,2018-11-30 10:48:00
11.30晚上七点四十,2018-11-30 19:40:31
一遍懂为毛还回来重新看？就是为了炫耀一下吗？那估计你是真不懂···,2018-11-30 19:41:24
半群的那个，怕是连代数运算的定义都不知道？,2018-12-08 22:18:46
不行了，昏了,2018-12-13 22:11:03
又昏又困,2018-12-13 22:11:14
1+0=1,2018-12-15 11:22:58
emm点积的定义难道不是a·b=|a||b|cosa，b夹角吗,2018-12-15 11:26:24
这玩意不是高中就证过吗...,2018-12-16 16:40:20
6666666666,2018-12-16 16:45:45
齐次性？,2018-12-18 00:25:08
我们叫内积,2018-12-18 23:29:22
两遍并且一直暂停,2018-12-19 22:51:30
大家好！我是从P12滚回来的！,2018-12-20 23:03:20
复杂嘤嘤嘤,2018-12-22 15:27:07
可以用三角函数解释,2018-12-24 20:46:11
为什么不能引入三角函数。。。,2018-12-24 20:46:53
看了两遍加思考完全懂了！就是不知道有什么好处（对我的考试）,2018-12-29 00:21:09
tql orz,2018-12-31 20:20:46
"这建议去网上查一下对偶的意思,相信会对这一部分有更好的理解",2018-12-31 20:22:54
学习了,2019-01-01 10:19:52
一群弱智就知道在这发降维打击,2019-01-04 23:51:34
是这样的,2019-01-05 23:50:13
重头戏为什么叫重头？,2019-01-09 00:23:20
三角函数不够直观的是搞笑的吗...投影就是垂直，然后cos啊,2019-01-10 14:17:53
这里用运算法则证明,2019-01-12 19:18:27
看了两遍终于懂了,2019-01-12 21:50:26
坍缩向线,2019-01-14 16:42:00
cool,2019-01-16 12:41:37
逻辑：这个变换是一个线性变换，而且把2d向量变成了1d的数字,2019-01-20 20:40:59
那么肯定有一个1*2的矩阵能描述这个变换,2019-01-20 20:41:10
内积，点乘，标量积都是一个意思,2019-01-21 08:55:44
太强了,2019-01-24 16:55:08
这能乘？？,2019-01-25 20:41:14
难道不是一个行向量乘上列向量么,2019-01-25 20:42:22
事实上就是相似？？？？？？？？？、,2019-01-29 13:38:36
大年三十居然有人陪我学数学,2019-02-04 16:51:36
前面的高中生看不懂，到现在又有高中生指点江山了,2019-02-06 18:43:16
我又来了*第四遍,2019-02-07 17:28:52
能不能说1x2矩阵点积2x1的矩阵是把值压到x轴 2x1矩阵点积2x1的矩阵是把值压到了y轴？（我在说什么...）,2019-02-07 17:41:10
所以u帽变成了这条轴的“单位向量”了吗？,2019-02-07 18:06:51
没学过还强调一遍懂的别出来丢人了，你那不叫懂。,2019-02-09 14:36:27
前面三角函数的循环证明？,2019-02-09 15:13:48
看了四五遍，终于明白了...,2019-02-10 17:04:14
重点：向量仿佛是一个特定变换的概念性记号（把向量当成线性变换的一个载体）,2019-02-12 23:19:31
变换重二维到了一维，还在那一条线上，为什么？,2019-02-14 21:49:37
变换怎么跟投影扯一起了？，求解啊,2019-02-14 21:59:31
这个1*2矩阵是用来描述这个变换的这句话很重要（结合前面变换的思想）,2019-02-17 16:02:05
原来的i和j是单位向量，分别变换到u帽轴后的部分相当于u帽上的单位向量（大一的理解）,2019-02-17 16:05:01
注意，这些点不是简单的投影到u帽轴，而是从二维平面变换到一维线,2019-02-17 16:08:27
反复看了几次后终于觉得这里超级精彩！,2019-02-20 10:34:29
"他想解释为什么投影变换和点积一样计算，投影先把二维上的基向量i,j变成了数轴上的ux,uy，这个过程就是变换，以ij为基向量的向量变换都要进行乘积",2019-02-25 21:09:13
我觉得直接用三角形面积不是更好,2019-03-01 11:02:00
我已经到这看不懂了，不过看起来好高大上啊,2019-03-01 16:29:34
我准备大二下学了线性代数以后再去看呢,2019-03-01 16:30:33
大写的服。。。太厉害了。。,2019-03-01 16:49:28
终于懂了,2019-03-01 23:37:46
本质相同的东西，记法不同,2019-03-02 22:57:16
欢迎回来,2019-03-04 11:08:36
!!!!!,2019-03-07 10:48:29
"x*i,y*i,将ux uy带进去就好了，我是这样理解的",2019-03-07 14:55:41
well,2019-03-09 19:34:33
定义运算的时候，所有的数就已经存在了，有啥全新的、？,2019-03-13 16:13:45
看来好几遍才有点理解，感觉说白了就是因为投影矩阵与向量的乘积的公式形式与两个向量点乘的公式定义是一样的，所以点乘就等价为向量的投影,2019-03-18 20:16:09
不知带几遍了，我终于看懂这句，老师的意思就是这个u向量在原来坐标下放大了3倍，那么变换后的坐标肯定也是原来变换后 的3倍，,2019-03-18 20:23:59
为什么线性前面说了，因为经过这个变换，原来等距的点依然等距，所以线性,2019-03-18 20:28:14
导言有道理！！,2019-03-26 19:33:50
本质是高维向量在一维的投影是正解！,2019-03-26 23:31:32
高中生看这对高考没什么帮助，不如看高数去,2019-03-29 14:43:04
欢迎回来,2019-03-30 11:06:43
欢迎回来,2019-03-30 11:10:44
相似三角形的感谢,2019-03-30 11:14:08
线性变换就是连接使用不同基底（坐标系）描述空间的函数,2019-03-30 21:05:02
线性变换可以跨越不同维度,2019-03-30 21:25:18
而向量在我们的观念中代替整个空间进行映射,2019-03-30 21:26:29
就像p2中1维的箭头视作点，2维的无穷箭头视作线,2019-03-30 21:27:31
always follow basis,2019-03-30 21:28:19
就可以通过仅仅观察有限个向量就能描述空间结构，并进一步操纵空间了,2019-03-30 21:32:39
用三角形你还显得学三角形,2019-03-31 21:00:42
就是降维投影,2019-03-31 22:01:42
！！！！,2019-04-06 10:50:26
什么是复习？,2019-04-07 21:55:31
天秀,2019-04-08 21:33:13
这让我想起来了 svm,2019-04-09 14:41:50
这和特征向量没琯溪,2019-04-09 14:48:31
那高维点积怎么解释？,2019-04-09 17:45:54
这里与前边很大一段都是再证明如何找那个投影矩阵,2019-04-10 11:36:46
前边的好长一段就是解释这句话的,2019-04-10 11:39:20
不觉得。,2019-04-11 12:52:45
原来如此,2019-04-11 22:36:18
自己画了一遍才看懂,2019-04-20 10:25:35
向量是多维平面降维到向量所在一维的投影,2019-04-21 21:17:00
可爱,2019-04-22 09:24:17
个人理解：转置列向量（行向量）与列向量的乘积,2019-04-23 13:35:44
线性代数里的[代数],2019-04-23 13:45:10
"4i+3j = 4(1,0)+3(-2,0)",2019-04-23 13:47:46
行向量 矩乘 列向量 = 列向量 点乘 列向量,2019-04-23 13:52:39
给它取个名字：非垂直投影[手动滑稽],2019-04-23 13:59:51
常用投影[1，0]，也叫垂直投影（定积分被积区域），或者是2×3矩阵（二重积分被积区域）,2019-04-23 14:12:34
这个和高中物理的力的分解，有点像,2019-04-23 14:16:04
前面这个尽然提问了 哈哈,2019-04-23 22:09:22
14分钟的视频，我反复看了将近两个小时！！牛批！！,2019-04-23 23:09:48
cool,2019-04-23 23:17:50
u本来是二维的一个坐标（箭头），后来理解为线性变换矩阵了，这样理解对不,2019-04-23 23:24:17
线性空间,2019-04-29 19:07:43
漂亮,2019-04-29 19:20:46
这里还能看到高中生们，希望下几个视频还能见到,2019-04-30 16:28:09
关弹幕了，哎。希望下几个视频你们还能让我关弹幕,2019-04-30 16:31:04
不停点暂停和倒回去看。。我觉得我可能要0.8倍速了,2019-05-06 19:34:06
绝了绝了,2019-05-10 14:33:24
"连续看了几次终于懂了，因为u的坐标体现的是i,j向量的变化，而i,j向量就可以反映其余的改变",2019-05-10 18:28:59
最普通的方法，直接写成分量形式然后展开算不就好了，要什么三角函数,2019-05-11 00:17:04
原来点积是将二维空间中的一个向量变换到一维数轴上，这个变换实际上是另一个向量表示的!,2019-05-12 17:43:55
来回看了好多遍,2019-05-12 21:12:37
这在二维用三角函数就解决了呀？？,2019-05-13 22:09:18
快乐起来了,2019-05-15 21:17:37
从没这么讲过，但是一直这么理解,2019-05-16 07:55:41
出不去了,2019-05-18 13:05:45
666,2019-05-18 16:22:03
昨天没听懂。。。,2019-05-22 13:08:00
看到了吗,2019-05-23 15:00:54
模式识别降维划分,2019-05-23 15:49:33
是,2019-05-24 11:03:34
在线代里面扯三角函数是不是傻,2019-05-26 21:59:04
谢谢老师，太精彩了,2019-06-11 00:43:18
第一次学不掌握本质问题就没机会了,2019-06-12 23:26:40
意料之外，情理之中,2019-06-13 10:23:58
第二遍了,2019-06-14 23:35:27
然后任意向量便可以通过基变换与一维对应,2019-06-15 11:24:19
他这里是将二维基变换到一维数,2019-06-15 11:23:36
懂！！！,2019-06-20 21:22:45
awesome,2019-06-20 22:31:08
欢迎回来的怕是个魔鬼,2019-06-20 22:37:16
用圆幂啊,2019-06-22 10:23:24
同构,2019-06-29 23:53:02
"Wow,awesome ",2019-06-30 12:29:25
坐标形式哪里没有方向，该复习了,2019-07-01 10:25:15
数学专业毕业一年的懂了！,2019-07-01 12:19:20
点在做线性变化,2019-07-01 15:00:33
这里就是cos?,2019-07-02 23:45:36
不能用结论证明题设,2019-07-02 23:47:24
cos怎么就不能用了……它就是代表投影，很直观，到这个层面的理解已经够了,2019-07-06 12:29:31
这里就是说如果变换后，原来的i落在2上j落在1上，那么变换矩阵是［2 1］……高能还没开始呢,2019-07-06 12:44:07
第三遍,2019-07-06 23:55:14
那，内积也是求正交映射啊,2019-07-10 00:30:14
欢迎回来,2019-07-10 11:50:45
w我除了喊66666我还能说什么呢,2019-07-11 11:43:05
我看了一小时,2019-07-11 17:48:55
